"","ngram","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910"
"2246","vlag",0,0,0,0,3,6,6,0,0,0,0
"2247","vlaggen",0,0,0,0,29,19,0,2,0,0,0
"2248","vleesch",0,0,0,0,0,0,0,0,14,0,0
"2249","vleeschwaren",0,0,0,0,0,0,0,0,2,0,0
"2250","vliegers",0,0,0,0,0,0,0,2,0,0,2
"2251","vloeistoffen",0,0,0,0,0,0,0,0,0,0,6
"2252","vloot",0,0,0,0,0,0,0,0,0,8,0
"2253","vlottende",0,0,0,0,0,0,0,0,0,2,0
"2254","vlsschers",0,0,0,0,0,0,0,0,0,2,0
"2255","vluchtelingen",0,0,0,0,0,0,0,0,0,0,19
"2256","vocrerwten",0,0,0,0,0,0,0,0,0,0,2
"2257","voeder",0,0,0,0,0,0,2,0,0,0,0
"2258","voederartikelen",0,0,0,0,0,0,0,0,0,3,39
"2259","voedingsmiddelen",0,0,0,0,0,0,0,0,0,2,0
"2260","voer",0,0,0,0,0,0,0,18,62,66,0
"2261","voercrwten",0,0,0,0,0,0,0,4,0,0,0
"2262","voererw",0,0,0,0,0,0,0,0,0,0,2
"2263","voererwtcn",0,0,0,0,0,0,2,0,0,0,0
"2264","voererwte",0,0,0,0,0,0,4,2,0,0,0
"2265","voererwtea",0,0,0,0,0,0,5,7,10,0,0
"2266","voererwtei",0,0,0,0,0,0,8,7,0,0,0
"2267","voererwten",0,0,0,0,0,0,139,242,265,419,224
"2268","voêrerwten",0,0,0,0,0,0,0,0,0,30,14
"2269","voererwteri",0,0,0,0,0,0,5,0,0,0,0
"2270","voererwteu",0,0,0,0,0,0,16,4,0,0,0
"2271","voererwton",0,0,0,0,0,0,0,2,0,0,0
"2272","vofirerwten",0,0,0,0,0,0,0,0,0,2,2
"2273","vogels",0,0,0,0,0,0,2,0,8,13,0
"2274","volgde",0,0,0,0,2,0,0,0,0,0,0
"2275","volken",0,0,0,0,0,0,0,0,1,0,0
"2276","volksmenners",0,0,0,0,2,0,0,0,0,0,0
"2277","von",0,0,0,0,0,0,0,0,1,0,0
"2278","vond",0,0,0,0,0,0,5,17,0,0,0
"2279","vonden",0,0,0,0,0,0,0,2,0,0,0
"2280","vonnis",0,0,0,0,0,2,3,2,0,0,0
"2281","vonnissen",0,2,0,0,0,4,2,2,2,0,0
"2282","voor",0,0,0,0,0,0,3,519,233,5,0
"2283","vooral",0,0,0,2,2,2,5,0,3,4,5
"2284","vooralduitsche",0,0,0,0,0,0,0,0,1,0,0
"2285","voorbeelden",0,0,0,0,2,0,0,0,0,8,7
"2286","voörerwten",0,0,0,0,0,0,0,0,0,4,0
"2287","voorkeur",0,0,0,0,0,0,0,2,0,0,0
"2288","voorkomenae",5,0,0,0,0,0,0,0,0,0,0
"2289","voorkomenat",2,0,0,0,0,0,0,0,0,0,0
"2290","voorkomende",44,0,0,0,0,0,0,0,0,0,0
"2291","voorloop",0,0,2,0,0,0,0,0,0,0,0
"2292","voornamelijk",0,0,0,0,0,0,2,0,4,0,0
"2293","voortbrenger",0,0,0,0,0,0,0,2,0,0,0
"2294","voortbrengselen",0,7,3,2,4,8,2,0,6,0,0
"2295","voorwendsels",0,0,0,0,0,0,0,0,1,0,0
"2296","voorwerpen",0,0,0,0,0,0,2,0,0,0,0
"2297","vorderingen",0,0,0,0,0,0,0,0,0,0,7
"2298","vorstelijke",0,0,2,2,0,0,4,4,4,10,6
"2299","vorsten",0,0,0,2,31,23,2,23,64,36,25
"2300","vorstinii",0,0,0,0,0,0,0,0,1,0,0
"2301","voterwten",0,0,0,0,0,0,2,0,0,0,0
"2302","vp",0,0,0,0,0,0,0,0,1,0,0
"2303","vraag",0,3,4,0,4,5,160,48,145,250,51
"2304","vraagprgzen",0,0,0,0,0,0,0,0,0,0,2
"2305","vraagprijzen",0,0,0,0,0,0,0,0,0,2,0
"2306","vraagpunten",0,0,2,0,0,0,0,0,0,0,0
"2307","vraagstuk",0,0,0,0,0,5,0,0,0,0,0
"2308","vraagstukken",0,0,0,2,0,47,2,4,1,4,2
"2309","vrachtvaart",0,0,0,0,2,0,0,0,0,0,0
"2310","vragen",0,0,0,0,0,0,0,0,1,0,0
"2311","vrede",0,0,0,0,0,0,6,0,0,0,0
"2312","vreemdelingen",0,0,0,0,0,0,0,2,0,2,0
"2313","vriend",0,0,0,0,0,0,0,0,2,0,0
"2314","vrienden",0,0,0,0,0,2,0,2,0,12,0
"2315","vrij",0,0,0,0,4,0,0,2,0,0,0
"2316","vrije",0,0,0,0,0,0,0,0,1,0,0
"2317","vrijwilligers",0,0,0,0,0,8,2,0,2,2,0
"2318","vrouw",0,0,0,0,2,0,0,0,2,0,2
"2319","vrouwelijke",0,0,0,0,0,0,0,0,1,0,0
"2320","vrouwen",0,0,0,0,0,0,0,0,4,0,2
"2321","vruchten",0,0,0,0,0,0,0,0,15,2,0
"2322","vruchtenveilingen",0,0,0,0,0,0,0,0,1,0,0
"2323","vs",0,0,0,0,0,0,0,43,48,0,0
"2324","vu",0,0,0,0,0,0,0,0,1,0,0
"2325","vyand",0,0,0,0,0,0,0,0,1,0,0
"2326","vyanden",0,0,0,0,0,0,0,0,0,2,0
"2327","w",0,0,0,0,0,2,0,0,1,0,0
"2328","waa",0,0,0,0,0,0,0,2,0,0,0
"2329","waaiden",0,0,0,0,0,0,0,0,0,0,2
"2330","waar",0,0,0,0,0,0,0,2,2,2,2
"2331","waarden",0,0,0,0,0,0,13,6,75,36,44
"2332","waarvan",0,0,0,0,0,2,0,0,0,0,0
"2333","wachtschepen",0,0,0,0,0,0,0,0,2,0,0
"2334","waden",0,0,0,0,0,0,0,0,0,2,0
"2335","wagens",0,0,0,0,0,0,0,0,0,2,0
"2336","wagnerzangers",0,0,0,0,0,0,0,0,0,2,0
"2337","want",0,0,0,0,0,0,0,0,1,0,0
"2338","war®",0,0,0,0,0,0,2,0,0,0,0
"2339","waren",6,6,21,80,260,1200,288,548,62,6,4
"2340","warén",0,0,0,0,0,0,2,0,0,0,0
"2341","wareu",0,0,0,0,0,8,0,0,0,0,0
"2342","was",0,0,0,49,63,482,151,140,61,0,0
"2343","wat",0,0,0,0,0,0,0,0,3,0,2
"2344","wateren",0,0,0,0,0,0,0,0,1,2,0
"2345","weder",0,0,0,0,0,0,0,0,2,0,0
"2346","wedrennen",0,0,0,0,0,0,0,0,0,0,4
"2347","wedstrijden",0,0,0,0,0,0,0,0,2,11,12
"2348","week",0,0,0,0,0,0,0,0,2,0,0
"2349","weerberichten",0,0,0,0,0,0,0,2,0,0,0
"2350","wegen",0,0,0,0,2,2,0,0,0,0,0
"2351","wegens",0,0,0,0,0,2,0,0,2,4,0
"2352","weife",0,0,0,0,0,0,0,0,1,0,0
"2353","weifelend",0,0,0,0,0,0,0,0,1,0,0
"2354","weini",0,0,0,0,0,0,0,0,1,0,0
"2355","weinig",0,0,0,2,8,4,17,2,13,0,0
"2356","welke",0,0,0,0,0,0,0,0,0,2,0
"2357","werd",0,0,0,0,7,17,109,252,135,0,0
"2358","werden",0,0,0,0,13,4,12,17,12,0,0
"2359","weren",0,0,0,0,0,3,0,0,0,0,0
"2360","werf",0,0,0,0,0,0,0,2,0,0,0
"2361","werk",0,2,0,0,0,0,0,0,0,0,0
"2362","werkelijke",0,0,0,0,2,0,0,0,0,0,0
"2363","werkelijkheid",0,0,0,0,0,0,0,0,0,2,0
"2364","werken",0,0,5,0,0,2,2,0,10,4,23
"2365","werkgevers",0,0,0,0,0,0,0,0,0,2,0
"2366","werkiiede«",0,0,0,0,0,0,0,0,1,0,0
"2367","werklieden",0,0,0,0,0,5,21,8,11,8,11
"2368","werkplaatsen",0,0,0,0,5,0,2,0,1,0,0
"2369","werktuigen",0,0,0,0,0,6,0,0,0,0,0
"2370","werl",0,0,0,0,0,0,2,0,0,0,0
"2371","werven",0,0,0,0,0,0,26,0,10,21,7
"2372","werving",0,0,6,0,0,0,0,0,0,0,0
"2373","wet",0,0,0,0,0,0,0,0,3,6,5
"2374","wetboeken",0,0,0,0,0,0,0,0,1,0,0
"2375","wetenschappelijke",0,0,0,0,0,18,2,0,3,0,2
"2376","wetgever",0,0,0,0,0,0,0,0,0,0,2
"2377","wetgeving",0,0,0,0,0,0,2,4,16,65,33
"2378","wetgevingen",0,0,0,0,0,6,6,7,32,56,19
"2379","wetten",0,0,2,4,0,5,0,2,11,12,2
"2380","weverijen",0,0,0,0,0,0,0,0,0,0,2
"2381","wielerbanen",0,0,0,0,0,0,0,0,0,0,2
"2382","wielrijders",0,0,0,0,0,0,0,0,3,0,0
"2383","wijn",0,6,0,0,0,0,0,0,0,0,0
"2384","wijnen",0,2,0,0,0,5,0,0,2,2,0
"2385","wijnmerken",0,0,0,0,0,0,0,0,1,0,0
"2386","wilden",0,0,0,0,0,0,0,0,1,0,0
"2387","willekeur",0,0,0,0,0,0,0,0,1,0,0
"2388","willig",0,0,0,0,0,0,2,2,4,0,0
"2389","wiselkoersen",0,0,0,0,0,0,0,0,0,2,0
"2390","wissel",0,0,0,0,0,0,2,0,1,2,0
"2391","wissel»",0,0,0,0,0,0,0,0,0,0,3
"2392","wisselafdeeling",0,0,0,0,0,0,0,0,0,5,0
"2393","wisselbrieven",0,0,0,0,0,2,0,0,0,2,0
"2394","wisselkoer»",0,0,0,0,0,0,0,0,0,0,2
"2395","wisselkoers",0,0,0,0,0,0,0,0,2,0,0
"2396","wisselkoers»",0,0,0,0,0,0,0,0,0,0,2
"2397","wisselkoersen",0,0,0,0,2,0,0,0,44,87,393
"2398","wisselmarkt",0,0,0,0,0,0,0,0,0,0,3
"2399","wisselpolitiek",0,0,0,0,0,0,0,0,0,0,2
"2400","wisselportefeuille",0,0,0,0,0,0,0,12,42,54,33
"2401","wisselportefeuillo",0,0,0,0,0,0,0,0,2,0,0
"2402","wisselportefeuüle",0,0,0,0,0,0,0,0,0,2,0
"2403","wissels",0,0,0,9,22,19,4,107,165,116,115
"2404","witte",0,0,0,0,4,17,0,6,2,0,2
"2405","wlsselkoenen",0,0,0,0,0,0,0,0,0,0,2
"2406","wol",0,0,2,0,0,0,9,0,0,0,0
"2407","wolimporteurs",0,0,0,0,0,0,0,0,0,0,3
"2408","wolmarkt",0,0,0,0,0,0,2,0,0,0,0
"2409","wonderen",0,0,0,0,0,0,0,0,0,2,0
"2410","worde",0,0,0,2,0,0,0,0,0,0,0
"2411","wordt",0,0,0,0,0,0,0,0,4,0,0
"2412","worstelaars",0,0,0,0,0,0,0,0,3,0,0
"2413","xaken",0,0,0,0,0,0,0,0,1,0,0
"2414","xeevaart",0,0,0,0,0,0,0,0,0,2,0
"2415","y",0,0,0,0,0,0,0,0,1,0,0
"2416","yerkoopen",0,0,0,0,0,0,2,0,0,0,0
"2417","yoererwten",0,0,0,0,0,0,0,0,0,4,2
"2418","z",0,0,2,0,0,0,0,2,5,12,6
"2419","za",0,2,2,2,0,5,0,0,2,4,21
"2420","za°i0p",0,0,0,0,0,0,0,0,1,0,0
"2421","zaadkoeken",0,0,0,0,0,0,0,2,0,0,0
"2422","zaak",0,0,2,0,0,0,0,0,0,0,0
"2423","zaakgelastigden",0,0,0,0,0,0,0,0,0,2,0
"2424","zaden",0,0,0,0,0,0,0,2,0,2,0
"2425","zaen",0,0,0,0,0,0,0,0,4,0,2
"2426","zahen",0,0,0,2,0,0,0,0,0,0,0
"2427","zaien",0,0,0,0,0,0,0,0,1,0,0
"2428","zak",0,0,0,0,0,4,0,0,2,2,3
"2429","zakan",0,0,0,0,0,0,0,0,2,0,0
"2430","zakcu",0,0,0,2,0,0,0,0,0,0,0
"2431","zake",0,0,0,0,0,4,0,0,3,6,2
"2432","zake„",0,0,0,0,0,0,0,0,1,0,0
"2433","zake»",0,0,2,0,0,2,0,0,1,0,0
"2434","zake»i",0,0,0,0,0,0,0,0,1,0,0
"2435","zake1",0,0,0,0,0,0,0,0,1,0,0
"2436","zakea",0,0,2,0,2,6,2,2,1,2,4
"2437","zaked",0,0,0,0,0,0,0,0,0,3,0
"2438","zakei",0,0,0,0,0,0,0,0,1,0,0
"2439","zakeii",0,0,0,0,0,2,0,0,0,0,0
"2440","zakekn",0,0,0,0,0,4,0,0,0,0,0
"2441","zakem",0,0,0,0,0,0,0,0,0,2,0
"2442","zaken",630,3500,9698,10547,16060,28546,15491,19337,31261,39406,27999
"2443","zaken—",0,0,0,0,0,2,0,0,0,0,0
"2444","zaken»",0,0,0,0,0,0,0,0,0,0,3
"2445","zakenbegrooting",0,0,0,0,0,0,0,0,0,2,12
"2446","zakendelcassé",0,0,0,0,0,0,0,0,0,2,0
"2447","zakenden",0,0,0,0,0,0,0,0,1,0,0
"2448","zakendeßegeering",0,0,0,0,0,0,0,0,1,0,0
"2449","zakendie",0,0,0,0,0,0,0,0,2,0,0
"2450","zakendien",0,0,0,0,0,0,0,0,1,0,0
"2451","zakenen",0,0,0,0,2,0,0,0,1,0,4
"2452","zakenheeft",0,0,0,0,0,0,0,0,1,0,0
"2453","zakenmurawiewgelegen",0,0,0,0,0,0,0,0,1,0,0
"2454","zakent",0,0,0,0,0,0,0,0,1,0,0
"2455","zakenwelke",0,0,0,0,0,0,0,0,1,0,0
"2456","zakeo",0,0,7,0,0,0,0,0,0,0,0
"2457","zakeß",0,0,0,0,0,0,0,0,1,0,0
"2458","zakeu",0,0,17,38,38,84,4,6,6,25,32
"2459","zakj",0,0,0,0,0,0,0,0,1,0,0
"2460","zakkenrollers",0,0,0,0,0,0,0,0,1,0,0
"2461","zakm",0,0,0,0,0,0,0,0,1,0,0
"2462","zakn",0,0,0,0,0,0,0,0,1,0,3
"2463","zakon",0,0,0,2,10,46,6,9,61,28,13
"2464","zaktn",0,0,0,0,0,0,0,0,1,0,0
"2465","zal",0,0,0,0,0,0,0,2,0,2,2
"2466","zaleen",0,0,2,0,2,2,0,2,6,12,11
"2467","zalen",0,0,0,0,0,2,0,4,2,0,0
"2468","zalon",0,0,0,0,0,0,0,0,1,0,0
"2469","zamen",0,0,0,0,0,12,0,0,0,0,0
"2470","zamgwedstrijden",0,0,0,0,0,0,0,0,0,2,0
"2471","zaten",0,0,0,0,2,0,0,0,0,8,8
"2472","zee",0,0,0,0,0,0,0,0,1,0,0
"2473","zeehaven",0,0,0,0,7,0,0,0,0,0,0
"2474","zeehavens",0,0,0,0,0,0,0,0,0,14,2
"2475","zeelieden",0,0,0,0,6,0,0,2,0,0,0
"2476","zeep",11,0,9,0,0,0,0,0,0,0,0
"2477","zeepsoorten",0,0,0,0,0,0,0,0,0,0,2
"2478","zeer",0,0,0,0,2,2,4,2,21,15,4
"2479","zéér",0,0,0,0,0,0,0,0,11,5,0
"2480","zeeraart",0,0,0,0,0,5,0,0,0,0,0
"2481","zeereis",0,0,2,0,0,0,2,0,0,2,2
"2482","zeereize",0,0,2,0,0,0,0,0,0,0,0
"2483","zeereizen",0,0,3,2,2,0,0,0,0,0,0
"2484","zeeschepen",0,0,0,0,2,0,0,0,0,0,0
"2485","zeesleep",0,0,0,0,0,0,0,0,1,0,0
"2486","zeevaart",7,0,32,14,14,145,23,57,122,57,44
"2487","zeevarende",0,0,0,0,0,0,0,2,0,0,0
"2488","zeevarenden",0,0,14,2,2,2,0,0,0,0,0
"2489","zegels",0,0,0,0,0,0,0,0,0,6,0
"2490","zeil",0,0,0,0,0,0,2,2,0,0,0
"2491","zeken",0,0,0,0,0,2,0,0,2,0,0
"2492","zendelingen",0,0,0,0,0,4,0,0,0,0,0
"2493","zending",0,0,2,6,2,0,2,13,17,12,2
"2494","zendingen",0,0,21,86,83,35,9,25,32,4,0
"2495","zgn",0,0,0,0,0,0,0,2,0,0,0
"2496","zij",0,0,0,0,0,2,0,0,0,0,0
"2497","zijde",0,0,0,0,0,0,0,0,0,2,14
"2498","zijden",0,0,0,0,0,2,0,0,0,0,0
"2499","zijdingen",0,0,0,26,0,0,0,0,0,0,0
"2500","zijn",0,0,0,17,17,124,8,6,2,6,0
"2501","ziken",0,3,0,0,0,7,0,0,19,9,0
"2502","zikeo",0,2,0,0,0,0,0,0,0,0,0
"2503","zikeu",0,0,0,0,0,2,0,0,0,0,0
"2504","zilver",0,0,2,0,0,0,0,0,0,0,0
"2505","zit",0,0,0,0,0,0,0,0,0,2,0
"2506","zken",0,0,0,0,0,0,0,0,0,4,0
"2507","znken",0,0,0,0,0,2,0,0,0,0,0
"2508","zoete",0,0,0,0,0,18,0,0,0,0,0
"2509","zoken",0,0,0,0,0,0,0,0,0,2,27
"2510","zomergerst",0,0,0,0,0,4,0,0,0,0,0
"2511","zonder",0,0,7,57,4,14,4,8,10,0,0
"2512","zoo",0,0,0,0,2,0,0,0,0,2,0
"2513","zoowel",0,0,0,0,0,2,0,2,0,2,0
"2514","zouden",0,0,2,0,0,0,0,0,1,0,0
"2515","zout",0,0,0,5,0,0,0,0,0,2,0
"2516","zsken",0,3,0,0,0,0,0,0,0,0,0
"2517","zuivelmarkten",0,0,0,0,0,0,0,0,1,0,0
"2518","zuken",0,0,2,0,0,0,0,0,0,0,0
"2519","zulks",0,0,0,0,0,0,0,2,0,0,0
"2520","zullen",0,0,2,0,0,0,0,0,2,0,0
"2521","zusters",0,0,0,0,0,0,0,0,1,0,0
"2522","zusterverenigingen",0,0,0,0,0,0,0,0,1,0,0
